0, 0, Header, 1, 2, 1024
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 499999
1, 0, Tempo, 499999
1, 0, Tempo, 500003
1, 61440, Key_signature, -1, "major"
1, 71680, Tempo, 500003
1, 71936, Tempo, 504434
1, 72192, Tempo, 506432
1, 72448, Tempo, 508697
1, 72704, Tempo, 513029
1, 72960, Tempo, 515093
1, 73216, Tempo, 517436
1, 73472, Tempo, 519535
1, 73984, Tempo, 500003
1, 94208, Key_signature, 2, "major"
1, 167936, Key_signature, -1, "major"
1, 200704, Key_signature, 2, "major"
1, 202752, Tempo, 500003
1, 203008, Tempo, 502210
1, 203264, Tempo, 504434
1, 203520, Tempo, 504434
1, 203776, Tempo, 506432
1, 204032, Tempo, 506432
1, 204288, Tempo, 508697
1, 204544, Tempo, 510726
1, 204800, Tempo, 500003
1, 206848, Tempo, 500003
1, 207104, Tempo, 502210
1, 207360, Tempo, 504434
1, 207616, Tempo, 504434
1, 207872, Tempo, 506432
1, 208128, Tempo, 506432
1, 208384, Tempo, 508697
1, 208640, Tempo, 510726
1, 208896, Tempo, 500003
1, 210944, Tempo, 500003
1, 211200, Tempo, 502210
1, 211456, Tempo, 504434
1, 211712, Tempo, 504434
1, 211968, Tempo, 506432
1, 212224, Tempo, 506432
1, 212480, Tempo, 508697
1, 212736, Tempo, 510726
1, 212992, Tempo, 500003
1, 215040, Tempo, 500003
1, 215296, Tempo, 502210
1, 215552, Tempo, 504434
1, 215808, Tempo, 504434
1, 216064, Tempo, 506432
1, 216320, Tempo, 506432
1, 216576, Tempo, 508697
1, 216832, Tempo, 510726
1, 217088, Tempo, 500003
1, 219136, Tempo, 500003
1, 219392, Tempo, 502210
1, 219648, Tempo, 504434
1, 219904, Tempo, 504434
1, 220160, Tempo, 506432
1, 220416, Tempo, 506432
1, 220672, Tempo, 508697
1, 220928, Tempo, 510726
1, 221184, Tempo, 500003
1, 223232, Tempo, 500003
1, 223488, Tempo, 502210
1, 223744, Tempo, 504434
1, 224000, Tempo, 504434
1, 224256, Tempo, 506432
1, 224512, Tempo, 506432
1, 224768, Tempo, 508697
1, 225024, Tempo, 510726
1, 225280, Tempo, 500003
1, 227328, Tempo, 500003
1, 227584, Tempo, 502210
1, 227840, Tempo, 504434
1, 228096, Tempo, 504434
1, 228352, Tempo, 506432
1, 228608, Tempo, 506432
1, 228864, Tempo, 508697
1, 229120, Tempo, 510726
1, 229376, Tempo, 500003
1, 235520, Tempo, 500003
1, 235776, Tempo, 502210
1, 236032, Tempo, 504434
1, 236288, Tempo, 504434
1, 236544, Tempo, 506432
1, 236800, Tempo, 506432
1, 237056, Tempo, 508697
1, 237312, Tempo, 510726
1, 237568, Tempo, 500003
1, 239616, Tempo, 500003
1, 239872, Tempo, 502210
1, 240128, Tempo, 504434
1, 240384, Tempo, 504434
1, 240640, Tempo, 506432
1, 240896, Tempo, 506432
1, 241152, Tempo, 508697
1, 241408, Tempo, 510726
1, 241664, Tempo, 500003
1, 243712, Tempo, 500003
1, 243968, Tempo, 502210
1, 244224, Tempo, 504434
1, 244480, Tempo, 504434
1, 244736, Tempo, 506432
1, 244992, Tempo, 506432
1, 245248, Tempo, 508697
1, 245504, Tempo, 510726
1, 245760, Tempo, 500003
1, 274432, Key_signature, -1, "major"
1, 307200, Key_signature, 2, "major"
1, 357602, End_track
2, 0, Start_track
2, 0, Unknown_meta_event, 9, 22, 83, 109, 97, 114, 116, 77, 117, 115, 105, 99, 32, 83, 111, 102, 116, 83, 121, 110, 116, 104, 32, 49
2, 0, Title_t, "Piano"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 101
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 102
2, 0, Control_c, 0, 7, 110
2, 3, Control_c, 0, 100, 0
2, 3, Control_c, 0, 101, 0
2, 3, Control_c, 0, 100, 0
2, 3, Control_c, 0, 101, 0
2, 4, Control_c, 0, 6, 12
2, 4, Control_c, 0, 6, 12
